מספר מאגר,זיהוי בעל המאגר- תאגיד,שם בעל מאגר,שם המאגר,ישוב,רחוב,בית,ת.ד.,מיקוד,שרותי דיוור,סטטוס מאגר,תאריך המאגר
990079142,61199,שירותי בריאות כללית,17לאשפוז בבתי חולים ממשלתיים וציבוריים,תל אביב - יפו       ,ארלוזורוב,115,16250,6209813,,מאושר,1/5/2005
990079159,61199,שירותי בריאות כללית,תוצאות בדיקות מעבדה,תל אביב - יפו       ,ארלוזורוב,115,16250,6209813,,מאושר,1/5/2005
990079166,61199,שירותי בריאות כללית,תוצאות בדיקות מעבדה,תל אביב - יפו       ,ארלוזורוב,115,16250,6209813,,מאושר,1/5/2005
990079172,61199,שירותי בריאות כללית,תוצאות בדיקות מעבדה,תל אביב - יפו       ,ארלוזורוב,115,16250,6209813,,מאושר,1/5/2005
990079189,61199,שירותי בריאות כללית,תוצאות בדיקות מעבדה,תל אביב - יפו       ,ארלוזורוב,115,16250,6209813,,מאושר,1/5/2005
990079196,61199,שירותי בריאות כללית,תוצאות בדיקות מעבדה,תל אביב - יפו       ,ארלוזורוב,115,16250,6209813,,מאושר,1/5/2005
990079204,61199,שירותי בריאות כללית,תוצאות בדיקות מעבדה,תל אביב - יפו       ,ארלוזורוב,115,16250,6209813,,מאושר,1/5/2005
990079211,61199,שירותי בריאות כללית,תוכנת ניהול משרד,תל אביב - יפו       ,ארלוזורוב,115,16250,6209813,,מאושר,1/5/2005
990079228,500500046,הסוכנות היהודית,מערכת אופטית,ירושלים             ,המלך ג'ורג',48,,9426218,,מאושר,1/5/2005
990079235,520018649,בנק אגוד לישראל בעמ,"ניהול עסקי חוץ וחנ""י",תל אביב - יפו,אחוזת בית,6,61024,6514304,,מאושר,1/5/2005
990079241,500104849,"משרד הבריאות/בי""ח לחולי נפש באר יעקב",הנהלת חשבונות,באר יעקב            ,,,,70300,,מאושר,1/5/2005
990079258,500212246,מ. מ. כוכב יאיר,חינוך,כוכב יאיר,תא חלוקה,1,,,,מותלה חוב,NULL
990079265,500104849,"משרד הבריאות/בי""ח לחולי נפש באר יעקב",סכומי מחלה/מרפאה,באר יעקב            ,,,,70300,,מאושר,1/5/2005
990079271,500104849,"משרד הבריאות/בי""ח לחולי נפש באר יעקב",סכומי מחלה/רשומה,באר יעקב            ,,,,70300,,מאושר,1/5/2005
990079288,500240007,עירית חיפה,קידום נוער )רווחה(,חיפה,חסן שוקרי,14,0,3310511,,מאושר,1/5/2005
990079295,500286000,עירית רמת גן,כרטסת עובדים - אגף רווחה,רמת גן,ביאליק,35,,5246103,,מאושר,1/5/2005
990079303,500286000,עירית רמת גן,צהרונים,רמת גן,ביאליק,35,,5246103,,מאושר,1/5/2005
990079310,500286000,עירית רמת גן,כח - אדם,רמת גן,ביאליק,35,,5246103,,מאושר,1/5/2005
990079327,513467191,"חברת דואר ישראל בע""מ",מערכת סוכנים,ירושלים,יפו,217,99999,9199908,,מאושר,1/5/2005
990079334,500296009,עירית קרית ים,רשימת תלמידים,קריית ים            ,שרת משה,10,,2910601,,מאושר,1/5/2005
990079340,500296009,עירית קרית ים,מערכת גביה עירונית,קריית ים            ,שרת משה,10,,2910601,,מאושר,1/5/2005
990079364,500296009,עירית קרית ים,"רשימת תלמידים - ביה""ס מוריה",קריית ים            ,שרת משה,10,,2910601,,מאושר,1/5/2005
990079370,500296009,עירית קרית ים,"רשימת תלמידים - בי""ס עלומים",קריית ים            ,שרת משה,10,,2910601,,מאושר,1/5/2005
990079387,500296009,עירית קרית ים,"רשימת תלמידים - בי""ס ימית",קריית ים            ,שרת משה,10,,2910601,,מאושר,1/5/2005
990079426,513591222,"המסלול האקדמי המכללה למינהל מיסודה של הסתדרות הפקידים בתל אביב חברה לתועלת הציבור בע""מ (חל""צ)",חילן שכר,ראשון לציון,שד יצחק רבין,7,,7549071,,מאושר,1/5/2005
990079433,500500046,הסוכנות היהודית,משכורות עובדים יומיים,ירושלים             ,המלך ג'ורג',48,,9426218,,מאושר,1/5/2005
990079449,500500046,הסוכנות היהודית,משכורות עובדים חודשיים,ירושלים             ,המלך ג'ורג',48,,9426218,,מאושר,1/5/2005
990079456,500500046,הסוכנות היהודית,נתוני כח-אדם,ירושלים             ,המלך ג'ורג',48,,9426218,,מאושר,1/5/2005
990079463,500500046,הסוכנות היהודית,סל קליטה,ירושלים             ,המלך ג'ורג',48,,9426218,,מאושר,1/5/2005
990079486,520008095,"הסתדרות מדיצינית הדסה (חל""צ)",השרות סוציאלי,ירושלים,קרית הדסה,,12000,91120,,מאושר,1/5/2005
990079493,500106265,"משרד הבריאות/מ""ר תל-השומר)שיבה(",סיכומי מחלה )כירורגיה כללית והשתלות(,רמת גן,דרך לוד,0,,,,מאושר,1/5/2005
990079501,61199,שירותי בריאות כללית,נתוני חולים בכירורגית יד,תל אביב - יפו       ,ארלוזורוב,115,16250,6209813,,מאושר,1/5/2005
990079518,520028275,"מוזיאון ישראל (חל""צ)",שכר/כח-אדם,ירושלים             ,קפלן,,71117,9171002,,מאושר,1/5/2005
990079525,61199,שירותי בריאות כללית,בית-ספר לסיעוד,תל אביב - יפו       ,ארלוזורוב,115,16250,6209813,,מאושר,1/5/2005
990079548,520023474,שמן תעשיות בעמ,כח-אדם\שכר\מאזנים,חיפה,ע .טובים,2,136,32235,,מותלה חוב,NULL
990079578,520024357,בנק הספנות לישראל בעמ,מאגר לקוחות וחשבונות בנקאיים,תל אביב - יפו,,,29373,6129301,,מותלה חוב,NULL
990079585,520024357,בנק הספנות לישראל בעמ,כח אדם וספקים,תל אביב - יפו,,,29373,6129301,,מותלה חוב,NULL
990079592,511078230,"י.א.מ.י. לורית ניהול בע""מ",חשבית 2001,תל אביב,תל אביב,9,57261,0,,מותלה חוב,NULL
990079600,580041051,"מטב עמותה לשרותי טיפול ורווחה (ע""ר)",שכר,רחובות,פקריס,3,,7670203,,מאושר,1/5/2005
990079631,500800347,בית חולים בני ציון,כח אדם,חיפה,שד גולומב אליהו,47,,3339419,,מאושר,NULL
990079647,500800347,בית חולים בני ציון,מעבדה גנטית,חיפה,שד גולומב אליהו,47,,3339419,,מאושר,1/5/2005
990079654,500250006,עירית תל-אביב-יפו,"מל""ח משק לשעת חרום",תל אביב,אבן גבירול,69,,6416201,,מאושר,1/5/2005
990079661,61199,שירותי בריאות כללית,מע' מעקב טסטים להריון,תל אביב - יפו       ,ארלוזורוב,115,16250,6209813,,מאושר,1/5/2005
990079677,61199,שירותי בריאות כללית,מע' מידע למרפאת סכרת,תל אביב - יפו       ,ארלוזורוב,115,16250,6209813,,מאושר,1/5/2005
990079684,500250006,עירית תל-אביב-יפו,לשכת רווחה עירונית,תל אביב,אבן גבירול,69,,6416201,,מאושר,1/5/2005
990079709,500250006,עירית תל-אביב-יפו,אחזקת תשתית,תל אביב,אבן גבירול,69,,6416201,,מאושר,1/5/2005
990079723,500250006,עירית תל-אביב-יפו,מעקב ת.ב.ע )תכנית בנין עיר(,תל אביב,אבן גבירול,69,,6416201,,מאושר,1/5/2005
990079746,500250006,עירית תל-אביב-יפו,מתכננים,תל אביב,אבן גבירול,69,,6416201,,מאושר,1/5/2005
990079783,512685959,"מודוס - סלקטיב ניהול וייעוץ השקעות בע""מ","ניהול וייעוץ השקעות בע""מ",תל אביב,שדרות רוטשילד,42,0,6688310,,מאושר,1/5/2005
990079808,500800115,"בית חולים ""רבקה זיו"" צפת",מטופלים אמבולטרים,צפת,"דרך הרמב""ם",1,,,,מאושר,1/5/2005
990079815,0,,ד-רישום ודיווח על עבודה סוציאלית קיבוצית,,,,,,,מותלה חוב,NULL
990079822,500290002,עירית באר שבע,רווחה-מאגר מרכזי,באר שבע             ,כיכר מנחם בגין,1,,,,מאושר,1/5/2005
990079921,500500046,הסוכנות היהודית,חיפוש קרובים,ירושלים             ,המלך ג'ורג',48,,9426218,,מאושר,1/5/2005
990079944,61199,שירותי בריאות כללית,"מוקד בי""ח מאיר",תל אביב - יפו       ,ארלוזורוב,115,16250,6209813,,מאושר,1/5/2005
990079951,520030503,"דקלה - חברה לביטוח בע""מ",תביעות בביטוח שתיל,בני ברק,בן גוריון דוד,1,,5120149,,מאושר,1/5/2005
990079998,500296009,עירית קרית ים,נוכחות,קריית ים            ,שרת משה,10,,2910601,,מאושר,1/5/2005
990080004,500296009,עירית קרית ים,נתוני שכר,קריית ים            ,שרת משה,10,,2910601,,מאושר,1/5/2005
990080011,500296009,עירית קרית ים,רשימת קוראים בסיפריה,קריית ים            ,שרת משה,10,,2910601,,מאושר,1/5/2005
990080028,500296009,עירית קרית ים,כח - אדם,קריית ים            ,שרת משה,10,,2910601,,מאושר,1/5/2005
990080035,61199,שירותי בריאות כללית,תכתובת מח' בריאות הנפש,תל אביב - יפו       ,ארלוזורוב,115,16250,6209813,,מאושר,1/5/2005
990080041,0,,"משמורת שרותי ארכיון ממוחשב בע""מ",,,,,,,מותלה חוב,NULL
990080058,570014688,קבוץ יוטבתה,מאגרי מידע יטבתה,ד.נ. איילות,,,,,,מותלה חוב,NULL
990080065,500205653,מ. מ. אזור,רשימת מקבלי משכורות,אזור                ,יצחק שדה,18,,5801209,,מאושר,1/5/2005
990080071,500500350,ההסתדרות הציונית העולמית,"נתונים על שליחים ושליחויות לחו""ל",ירושלים,,,92,9100002,,מותלה חוב,NULL
990080088,500500350,ההסתדרות הציונית העולמית,"נתונים על שליחים בחו""ל",ירושלים,,,92,9100002,,מותלה חוב,NULL
990080095,520031030,"ענבל חברה לביטוח בע""מ",הקרן הפנימית לביטוחי הממשלה,קריית שדה התעופה,הערבה,3,,7019900,,מאושר,1/5/2005
990080103,520008095,"הסתדרות מדיצינית הדסה (חל""צ)","סיכומי מחלה ילדים ה""צ",ירושלים,קרית הדסה,,12000,91120,,מאושר,1/5/2005
990080110,520008095,"הסתדרות מדיצינית הדסה (חל""צ)",צילומי עיניים,ירושלים,קרית הדסה,,12000,91120,,מאושר,1/5/2005
990080127,61199,שירותי בריאות כללית,אינפורמציה אפידימולוגית - גריאטריה,תל אביב - יפו       ,ארלוזורוב,115,16250,6209813,,מאושר,1/5/2005
990080134,61199,שירותי בריאות כללית,ועדת הלסינקי,תל אביב - יפו       ,ארלוזורוב,115,16250,6209813,,מאושר,1/5/2005
990080140,61199,שירותי בריאות כללית,ניהול מעקב אחר מתנדבים בריאים,תל אביב - יפו       ,ארלוזורוב,115,16250,6209813,,מאושר,1/5/2005
990080157,61199,שירותי בריאות כללית,שאלות ותשובות,תל אביב - יפו       ,ארלוזורוב,115,16250,6209813,,מאושר,1/5/2005
990080164,520008095,"הסתדרות מדיצינית הדסה (חל""צ)",בדיקות אורולוגיות,ירושלים,קרית הדסה,,12000,91120,,מאושר,1/5/2005
990080170,520008095,"הסתדרות מדיצינית הדסה (חל""צ)","המטולוגיה ה""צ",ירושלים,קרית הדסה,,12000,91120,,מאושר,1/5/2005
990080187,520008095,"הסתדרות מדיצינית הדסה (חל""צ)",השתלות שיניים,ירושלים,קרית הדסה,,12000,91120,,מאושר,1/5/2005
990080194,520008095,"הסתדרות מדיצינית הדסה (חל""צ)",דוחות נתיחות,ירושלים,קרית הדסה,,12000,91120,,מאושר,1/5/2005
990080202,500236112,מ. מ. קרית ארבע,מח' רווחה,קריית ארבע,,,15,9015001,,מאושר,1/5/2005
990080219,520008095,"הסתדרות מדיצינית הדסה (חל""צ)",מכון הריאה,ירושלים,קרית הדסה,,12000,91120,,מאושר,1/5/2005
990080233,500201660,מ. מ. גן יבנה,אוכלוסין,גן יבנה,,,45,7085001,,מאושר,1/5/2005
990080249,500201660,מ. מ. גן יבנה,מחלקת גבייה,גן יבנה,,,45,7085001,,מאושר,1/5/2005
990080263,500270004,עירית לוד,שרות פסיכלוגי חינוכי,לוד,לוד,1,87,71100,,מאושר,4/28/2011
990080279,520017393,"עמידר, החברה הלאומית לשיכון בישראל בע""מ",נכסים איכלוסים וגביה,תל אביב - יפו,שד שאול המלך,39,,6492807,,מאושר,1/5/2005
990080286,500296009,עירית קרית ים,היחידה לקידום נוער,קריית ים            ,שרת משה,10,,2910601,,מאושר,1/5/2005
990080293,500100904,משרד הבריאות/המשרד הראשי,תכתובת מחלקתית,ירושלים             ,ירמיהו,39,,9446724,,מאושר,1/5/2005
990080301,580264455,"עמית - הסתדרות עובדים מכבי ניתן צו פירוק ע""י בית משפט",חברי מועדון,תל אביב - יפו       ,קויפמן יחזקאל,4,,6801296,,מותלה חוב,NULL
990080318,500276001,עירית עכו,רווחה,עכו                 ,ויצמן,35,2007,2412001,,מותלה חוב,NULL
990080325,500276001,עירית עכו,כח אדם/שכר,עכו                 ,ויצמן,35,2007,2412001,,מותלה חוב,NULL
990080332,500210638,עירית מעלות תרשיחא,היחידה לקידום נוער,מעלות-תרשיחא,,,59,2101001,,מאושר,1/5/2005
